"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","claim_created_at","claim_name_in_native_language","claim_company_website","claim_company_phone","claim_point_of_contact","claim_point_of_contact_email","claim_office_name","claim_office_address","claim_office_country_code","claim_office_phone_number","claim_description","claim_certifications_standards_regulations","claim_affiliations","claim_minimum_order_quantity","claim_average_lead_time","claim_female_workers_percentage","claim_industry_sectors","claim_location_types","claim_other_location_type","claim_product_types","claim_processing_types","claim_parent_company","claim_number_of_workers","claim_opening_date","claim_closing_date","claim_estimated_annual_throughput_kg_year","claim_energy_coal_j","claim_energy_natural_gas_j","claim_energy_diesel_j","claim_energy_kerosene_j","claim_energy_biomass_j","claim_energy_charcoal_j","claim_energy_animal_waste_j","claim_energy_electricity_mwh","claim_energy_other_j","is_closed","accord_inspections_and_remediation_program.rsc_presence","accord_inspections_and_remediation_program.first_inspection_date","amfori_compliance_status.bsci_audit.expiration_date","amfori_compliance_status.bsci_audit.submission_date","amfori_compliance_status.bepi_audit.expiration_date","amfori_compliance_status.bepi_audit.submission_date","amfori_compliance_status.environmental_risk_assessment.completion_date","amfori_compliance_status.environmental_risk_assessment.expiration_date","climate_trace_emissions.estimated_emissions","climate_trace_emissions.estimated_annual_throughput","climate_trace_emissions.emissions_model","estimated_emissions","labor_solutions_grievance_mechanism.wovo_active","labor_solutions_grievance_mechanism.wovo_active_date","labor_solutions_grievance_mechanism.thematic_coverage","labor_solutions_grievance_mechanism.mechanism_type_ownership","labor_solutions_grievance_mechanism.access_modality","labor_solutions_grievance_mechanism.coverage","rsc_grievance_mechanism.status","rsc_grievance_mechanism.thematic_coverage","rsc_grievance_mechanism.mechanism_type_ownership","rsc_grievance_mechanism.access_modality","rsc_grievance_mechanism.coverage","slcp_assessment.most_recent_assessment_status","slcp_assessment.most_recent_assessment_date","slcp_assessment.assessment_platform","slcp_assessment.verifier_body","slcp_assessment.slcp_facility_id","ulula_grievance_mechanism.status","ulula_grievance_mechanism.start_date","ulula_grievance_mechanism.end_date","ulula_grievance_mechanism.thematic_coverage","ulula_grievance_mechanism.mechanism_type_ownership","ulula_grievance_mechanism.access_modality","ulula_grievance_mechanism.coverage","worldly_assessment_data.fem_assessment.last_date","worldly_assessment_data.fem_assessment.reporting_year","worldly_assessment_data.fem_assessment.verification_status","wrap_certification.certification_status","wrap_certification.issue_date","wrap_certification.expiration_date","mit_living_wage.county_link","mit_living_wage.county_link_text","wage_indicator.living_wage_link_national","wage_indicator.living_wage_link_national_text","wage_indicator.minimum_wage_link_english","wage_indicator.minimum_wage_link_english_text","wage_indicator.minimum_wage_link_national","wage_indicator.minimum_wage_link_national_text"
"CN2023347EZPM41","2023-12-12","Xinjiang Jingbangda Supply Chain Technology Co., Ltd. - Bohu Branch","14 buildingJianyu Riverside Garden, Zhenxing North Road, Bohu County, Bazhou, Xinjiang","CN","China",41.9800899,86.63253999999999,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Traffic|Transportation|Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347KFD0NA","2023-12-12","Xinjiang Zhonglian Land Port Logistics Supply Chain Co., Ltd. - Shihezi Branch","Community 21, Building 141,  25 Shihezi City, Xinjiang","CN","China",44.3065299,86.07893000000001,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Traffic|Transportation|Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347M7K5PF","2023-12-12","Zhejiang Zehui Supply Chain Management Co., Ltd. - Xinjiang Branch","6 Science and Technology Building 119 room Jingsan Road, National Agricultural Science and Technology Park, Wensu County, Aksu Prefecture, Xinjiang","CN","China",41.2770599,80.23913999999999,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Retail | Wholesale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347QQ5FDN","2023-12-12","Xinjiang Jingbangda Supply Chain Technology Co., Ltd. - Hami Branch","4# building 106 shop Yudu Garden, Xinxing City, Xinjiang","CN","China",43.7934299,87.6271,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Traffic|Transportation|Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347R18XY2","2023-12-12","Kashgar Vegetable Supply Chain Co., Ltd.","6 402 Room Shengli North Road, Shule County, Kashi Prefecture, Xinjiang","CN","China",39.40531,76.05158,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Retail | Wholesale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347WX1QF6","2023-12-12","Ningbo Huakaitu Supply Chain Management Service","No. 1 Lane 2Xinying Road,Juexi Street,Xiangshan County, Ningbo, Zhejiang Sheng","CN","China",29.471,121.94857,"Apparel|Unspecified","A Brand / Retailer|A Brand / Retailer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2023347X32ADZ","2023-12-12","Xinjiang Jingbangda Supply Chain Technology Co., Ltd. - Alar City Branch","21-101 room Jinxiujiayuan Community, Alar City, Xinjiang","CN","China",40.5479799,81.28067,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Companies Operating in the Uyghur Region (List 2))","","","","","","Computer Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20240024DKTSJ","2024-01-02","Dongguan Jiexing Supply Chain Management Co.,LTD","ROOM 102, BUILDING1, NO.723, HOUJIE SECTION，GUANTAI ROAD, HOUJIE TOWN, DONGGUAN CITY, 523900 GUANGDONG SHENG, CHINA","CN","China",22.95626,113.68875,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024004DBY951","2024-01-04","Zhejiang Dongjin Supply Chain Co., Ltd.","Room 101, Building 1, Haitu Jiuyiqiu, Binhai Industrial Zone, Ma'an Street,,Keqiao District,","CN","China",30.152637,120.628606,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024006N89WKM","2024-01-06","Gather New  (Zhangjiagang) Supply Chain Management Co., Ltd.","No. 209 Yongning Road, Daxin Town, Zhangjiagang,","CN","China",31.97403,120.54406,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20240094334WC","2024-01-08","Xinjiang Liulang Supply Chain Management Co., Ltd","No. A1-102, Xinjiang Liulang Intelligent Terminal Industrial Park, Cele County, Hotan District, Xinjiang","CN","China",36.9984599,80.81004999999999,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Labor Transfers in XUAR - Companies Named in Media and Academic Reports as engaging in Labour Transfers or other XUAR Government Programs)","","VCARE IDH INTERNATIONAL LIMITED (Hong Kong)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024009BH0K1J","2024-01-08","Xinjiang Tianfu Cotton Supply Chain Co.,","No. 19, 21st Floor (Rooms 2103 and 2104), Chuanyu Building, Headquarters Economic Zone, Shenka Avenue, Kashgar Economic Development Zone, Kashgar, Xinjiang","CN","China",39.448723,76.07253399999999,"Unspecified","Sheffield Hallam University Forced Labour Lab [Public List] (Labor Transfers in XUAR - Companies Named in Media and Academic Reports as engaging in Labour Transfers or other XUAR Government Programs)","","Huafu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024009S9AM8A","2024-01-08","Xinjiang Tianfu Cotton Supply Chain Co., Ltd.","No. 19, 21st Floor (Room 2103, 2104), Chuanyu Building, Headquarter Economic Zone, Shenka Avenue, Kashgar Economic Development Zone, Kashgar Region, Xinjiang","CN","China",39.448723,76.07253399999999,"Apparel|Textiles","Sheffield Hallam University Forced Labour Lab [Public List] (UFLPA Priority Sector Apparel - Companies Named in Media and Academic Reports as engaging in Labour Transfers or other XUAR Government Programs)","","Huafu","","","","Cotton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20240109YCJZY","2024-01-10","Suzhou Theything Supply Chain Management Co., Ltd","(in Wujiang Taoyuan Antique Craft Co., Ltd.) Dongfang Avenue, Taoyuan Town, Wujiang District, Suzhou City, 215200, Jiangsu Province, China","CN","China",30.803185,120.493619,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20240498RS7CJ","2024-02-18","Nanbo Bay (Jiangsu) Supply Chain Co., Ltd.","No. 3, Haihong Road, Xiaoyu Village, Pingwang Development Zone, Wujiang District, Suzhou City, 215228 Jiangsu Sheng, China","CN","China",30.97383,120.64004,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024049M5TKGW","2024-02-18","Nanbo Bay (Jiangsu) Supply Chain Co., Ltd.","Xingcheng Times Commercial Square-503, No.608, Shunhu West Road, Shengze Town, Wujiang District, Suzhou City, 215228 Jiangsu Sheng, China","CN","China",30.905922,120.670142,"Apparel","An Auditor / Certification Scheme / Service Provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024122BDFM2V","2024-04-30","Shaoxing Xingzhuo Supply Chain Management Co., Ltd.","No.16, Building A4, Raw Material City, Qianqing, China Light Textile City, Keqiao Distric, Shaoxing city, Zhejiang Province","CN","China",30.12659,120.39694,"Apparel","ZEEMAN (Zeeman tier 3 - Cotton suppliers (spinning - ginning - raw material processing) (April 2024))","","","Raw Material Processing or Production","Raw Material Processing or Production","Raw Material Processing or Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202424012FG45","2024-08-26","Hainan Xinshengfeng Agricultural Industry Supply Chain Co., Ltd.","大悦城（三亚）投资有限公司三亚总部经济东岸起步区DA2-18-01A/B地块1#综合办公楼1806室吉阳区三亚市, China","CN","China",18.2822499,109.57841,"Agriculture","Ecocert [Public List] (Ecocert [China] Facility List Aug 2024)","",""," Processor | Trader | Specialist Wholesaler|Manufacturer ","","Trader|Manufacturer|Specialist Wholesaler|Processor"," Plants | Derived Products| Feed ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20242408FJ0AJ","2024-08-26","Hainan Xinshengfeng Agricultural Industry Supply Chain Co., Ltd.","Sanya Headquarters Economic East Coast Starting Zone DA2-18-01A/B Lot 1# Comprehensive Office Building Room 1806 Jiyang District Sanya City, China","CN","China",18.2822499,109.57841,"Agriculture","Ecocert [Public List] (Ecocert [China] Facility List Aug 2024)","",""," Processor | Trader | Specialist Wholesaler|Manufacturer ","","Trader|Manufacturer|Specialist Wholesaler|Processor"," Plants | Derived Products| Feed ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024240CB4SF2","2024-08-26","Beijing Seajoy Supply Chain Management Co., Ltd.","Room 1711, Tower A, Shiao International Center, No. 101, Shaoyaoju Beili, Chaoyang District, Beijing, China","CN","China",39.9882176,116.4314686,"Food Industry","Ecocert [Public List] (Ecocert [China] Facility List Aug 2024)","","","Handler | Trader","","Trader|Handler"," Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024240V1985H","2024-08-26","Beijing Seajoy Supply Chain Management Co., Ltd.","芍药居北里101号世奥国际中心A 座1711朝阳区北京市, China","CN","China",39.9882176,116.4314686,"Food Industry","Ecocert [Public List] (Ecocert [China] Facility List Aug 2024)","","","Handler | Trader","","Trader|Handler"," Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024240XQ8689","2024-08-26","XIAMEN JINXI SUPPLY CHAIN MANAGEMENT CO., LTD","Block D, 11/F, No.81 Hubin South Road, Siming District Xiamen, China","CN","China",24.47117,118.09949,"Plastics|Textiles","Ecocert [Public List] (Ecocert [China] Facility List Aug 2024)","","","Trader | Manufacturer | Processor","","Processor|Trader|Manufacturer"," Processes| Plastic Product | Textile Product ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202429173JEWB","2024-10-17","SHANDONG LIUYUAN SUPPLY CHAIN CO., LTD","NO.T3-2202 XIANGSHUIJUN QINGHE SOUTH ROAD SHENGZHUANG STREET Linyi City","CN","China",35.02465,118.31344,"Unspecified","Worker Rights Consortium|Worker Rights Consortium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024316KHSCKZ","2024-11-08","Xiamen Jinxi supply chain management CO. LTD","unit D, 11th floor, everbright bank building, Xiamen","CN","China",24.4795099,118.0894799,"Unspecified","O'Neill Europe BV (O'Neill Europe Facility list September 2025)|O'Neill Europe BV (O'Neill Europe Facility list November 2024)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202432519HNCZ","2024-11-20","Qingdao Haixuanda Supply Chains Development Ltd.","No.7 Heishan Road, Aishan Industrial Zone, Yanghe Town, Jiaozhou, Qingdao, Qingdao City, Shandong","CN","China",36.13829,119.9126,"Fishing|Food Industry|Food Manufacturing","European Commission: TRACES – TRAde Control and Expert System [Public List]|European Commission: TRACES – TRAde Control and Expert System [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2024325V3MG38","2024-11-20","QINGDAO OCEANESE SUPPLY CHAIN CO. LTD.","No.333 Longxiang Road, Shangma Subdistrict, Chengyang District, 266001 Qingdao, Qingdao City, Shandong","CN","China",35.95782,119.33355,"Fishing|Food & Beverage|Food Industry","European Commission: TRACES – TRAde Control and Expert System [Public List]|European Commission: TRACES – TRAde Control and Expert System [Public List]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2025003S1MQBD","2025-01-03","Shenzhen YH Global Supply Chain Co., Ltd.","Room 1109, Main Tower of Shipping Center, No.60, Lin Hai Road, Qian Hai Wan Free Trade Port Zone, Shenzhen City","CN","China",22.5428599,114.05956,"Unspecified","Worldly|Worldly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202512907806V","2025-05-07","Xinjiang Zhongrui Hengyuan Supply Chain Management Co., Ltd.","No. 1567, Tou Tun He Road, Tou Tun He District, Urumqi, Xinjiang (No. 6-10, A2 Complex Building, Logistics Park, Xinjiang Baoxin Hengyuan Logistics Co., Ltd.)","CN","China",44.00499000000001,87.33528199999999,"Unspecified","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Xinjiang Zhongrui Hengyuan Trading Group Co., Ltd.","","","","Road Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20251292YQTMB","2025-05-07","Xinjiang Agricultural Development Group Supply Chain Co., Ltd.","No. 6 Kunshen Street, Tumushuke City, Xinjiang","CN","China",39.8576588,79.0913277,"Wholesale Trade","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Xinjiang Modern Agriculture Development Group Co., Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN202512934FC9H","2025-05-07","Kashgar Comprehensive Insurance International Logistics Supply Chain Co., Ltd.","No. 1, Inspection Center of Comprehensive Bonded Area, Kashgar Economic Development Zone, Kashgar, Xinjiang","CN","China",39.4677199,75.99381,"Unspecified","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Kashgar Comprehensive Bonded Zone Investment and Development Co., Ltd.","","","","Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN20251293B7C9G","2025-05-07","Fuxinding (Zhoushan) Supply Chain Management Co., Ltd.","Room 6001-A408, Commodity Trading Center, No. 555, Wengshan Road, Lincheng Street, Dinghai District, Zhoushan City, China (Zhejiang) Pilot Free Trade Zone","CN","China",29.99749,122.20977,"Wholesale Trade","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Shihezi Tianfu Zhisheng Equity Investment Co., Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2025129DC4AT7","2025-05-07","Xinjiang Tianfu Yitong Supply Chain Management Limited Liability Company","No. 506, North Industrial Park, Shihezi City, Xinjiang","CN","China",44.3065299,86.07893000000001,"Unspecified","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Shihezi Tianfu Zhisheng Equity Investment Co., Ltd.","","","","Road Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2025129DXX6YH","2025-05-07","Xinjiang Tarim Cotton Supply Chain Co., Ltd.","Room 371, Building 2, University Student Pioneer Park, Alaer City, Xinjiang","CN","China",37.783999,75.261704,"Wholesale Trade","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Xinjiang Production and Construction Corps First Division Cotton and Linen Co., Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
"CN2025129GQT31B","2025-05-07","Xinjiang Zhongrui Hengyuan Supply Chain Technology Co., Ltd.","Room 6-01, 6th Floor, Comprehensive Service Building, No. 31, Henghui Electromechanical City, No. 2201, Touhunhe Road, Touhunhe District, Urumqi, Xinjiang","CN","China",43.8266299,87.61688,"Wholesale Trade","C4ADS [Public List] (C4ADS Production Locations List May 2025)","","Xinjiang Zhongrui Hengyuan Trading Group Co., Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wageindicator.cn/salary/living-wages","View Living Wages in national language","https://wageindicator.org/salary/minimum-wage/china-custom","View Minimum Wage in English","https://wageindicator.cn/salary/minimumwagesinchina","View Minimum Wage in national language"
